"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Order"	"Dataset"	"Comparison"	"Author"
"DAP4_4082"	0.119905249774016	0.00619389414762316	-2.75802058337484	-2.47753808891506	-0.210885579937306	"RBM3"	"RNA binding motif (RNP1, RRM) protein 3"	315	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2962"	0.119905249774016	0.00623446809808087	-2.75582714839021	-2.4831013222699	-0.252774817136896	"HCFC1"	"host cell factor C1 (VP16-accessory protein)"	316	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0125"	0.119905249774016	0.00624633986097088	-2.75518780195326	-2.48472211670497	-0.12762695924765	"LBR"	"lamin B receptor"	317	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3929"	0.119905249774016	0.00625619086939609	2.75465811632525	-2.48606464311722	0.222969696969699	"CYP2A13"	"cytochrome P450, family 2, subfamily A, polypeptide 13"	318	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5145"	0.119905249774016	0.00626869772027802	2.75398671329139	-2.48776601206397	0.351210031347962	"RLN2"	"relaxin 2"	319	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1078"	0.119905249774016	0.00628383502746687	-2.75317571950875	-2.48982058849183	-0.307623824451406	"ARHGEF5"	"Rho guanine nucleotide exchange factor (GEF) 5"	320	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4248"	0.119905249774016	0.00629613193773562	2.75251820269858	-2.49148592580451	0.115185475444097	"CSN2"	"casein beta"	321	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1776"	0.119905249774016	0.00630712173553959	-2.75193155987807	-2.49297143854124	-0.209470219435737	"NIPSNAP1"	"nipsnap homolog 1 (C. elegans)"	322	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3828"	0.119905249774016	0.00631695853680962	2.75140724871805	-2.49429886019466	0.320021421107624	"ACADL"	"acyl-Coenzyme A dehydrogenase, long chain"	323	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3245"	0.119905249774016	0.00632846648127445	2.75079480082412	-2.49584911888481	0.20970219435736	"GSTA4"	"glutathione S-transferase A4"	324	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1343"	0.119905249774016	0.00636147652179252	-2.7490435945238	-2.50028006043607	-0.348399164054332	"HOXC6"	"homeobox C6"	325	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4944"	0.119905249774016	0.00637741845642208	2.74820080544497	-2.50241155393867	0.287783699059553	"RAC2"	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"	326	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0905"	0.119905249774016	0.00638167589129283	2.74797605361891	-2.50297986831199	0.490887669801459	"SCGB1D2"	"secretoglobin, family 1D, member 2"	327	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1893"	0.120701352924454	0.00645499745376751	2.74412650666961	-2.51270713176023	0.0984597701149461	"MBTPS1"	"membrane-bound transcription factor peptidase, site 1"	328	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5342"	0.120701352924454	0.00646333742059656	2.74369114792885	-2.51380641088313	0.0670747126436684	"RPL11"	"ribosomal protein L11"	329	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4162"	0.120921984776203	0.0064948331666906	-2.74205159189183	-2.51794480405716	-0.227342215256005	"March 6"	"membrane-associated ring finger (C3HC4) 6"	330	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1024"	0.121271414715225	0.00653333956229483	-2.74005682691604	-2.5229766249431	-0.202703761755485	"COL1A1"	"collagen, type I, alpha 1"	331	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0003"	0.121431484504198	0.0065617273527659	-2.73859303666141	-2.52666685308949	-0.16771107628005	"COX5A"	"cytochrome c oxidase subunit Va"	332	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4969"	0.121859968456452	0.00661451758739423	-2.7358861142997	-2.53348611703223	-0.209803552769063	"MYO6"	"myosin VI"	333	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2728"	0.121859968456452	0.00662454906648031	-2.73537393987593	-2.53477566673464	-0.15523249738767	"FLNB"	"filamin B, beta (actin binding protein 278)"	334	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3734"	0.122052417248708	0.00668250949984429	-2.73242832475436	-2.54218768714967	-0.240113375130614	"SLC26A2"	"solute carrier family 26 (sulfate transporter), member 2"	335	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4901"	0.122052417248708	0.00670124670785111	2.73148101645989	-2.54456978432804	0.153074190177634	"CPE"	"carboxypeptidase E"	336	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5379"	0.122052417248708	0.00673019631042857	2.73002208958754	-2.54823686751747	0.172225182863107	"SORBS3"	"sorbin and SH3 domain containing 3"	337	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0942"	0.122052417248708	0.00674274502997447	-2.72939145289777	-2.54982142979248	-0.223895506792061	"ARF5"	"ADP-ribosylation factor 5"	338	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3340"	0.122052417248708	0.00674881578518636	-2.72908674724326	-2.55058692102497	-0.168583072100319	"RICS"	NA	339	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2232"	0.122052417248708	0.00675420277743501	-2.72881656859541	-2.55126560480931	-0.0897027168234121	"GUK1"	"guanylate kinase 1"	340	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1020"	0.122244084255286	0.00680503420825316	2.72627671619921	-2.55764256058446	0.259648380355278	"RARRES1"	"retinoic acid receptor responder (tazarotene induced) 1"	341	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3894"	0.122244084255286	0.00682379313431258	2.72534373247251	-2.55998364686172	0.0808526645768133	"GOLPH2"	"golgi phosphoprotein 2"	342	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3690"	0.122244084255286	0.00682449884432995	2.72530867890472	-2.56007159013607	0.139009404388712	"TEP1"	"telomerase-associated protein 1"	343	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1384"	0.123916963371253	0.00693805914708838	-2.71971019451406	-2.57410347654375	-0.183160397074195	"NUP214"	"nucleoporin 214kDa"	344	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0054"	0.124387332082557	0.00699483622473912	2.71694206671343	-2.58103134987303	0.289495297805649	"Septin 6"	"septin 6"	345	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1646"	0.124387332082557	0.00701684582145445	-2.71587445746251	-2.58370150269975	-0.19337356321839	"CTSD"	"cathepsin D"	346	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3988"	0.124387332082557	0.00702513089724079	2.7154733602467	-2.58470441355478	0.18587931034482	"OLFML3"	"olfactomedin-like 3"	347	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5057"	0.124473899804629	0.00705027948112155	-2.71425847667152	-2.58774127556251	-0.135207419017773	"RGS10"	"regulator of G-protein signalling 10"	348	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2016"	0.125754314656306	0.00716198070600447	2.70890922027309	-2.60109759070399	0.188942006269594	"CREB3L1"	"cAMP responsive element binding protein 3-like 1"	349	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0066"	0.125754314656306	0.00720844819785557	2.70670608798123	-2.60659124098756	0.235906478578899	"KLF4"	"Kruppel-like factor 4 (gut)"	350	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3045"	0.125754314656306	0.00721600696782263	2.70634892147563	-2.60748145980524	0.164371473354235	"LIMK2"	"LIM domain kinase 2"	351	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4017"	0.125754314656306	0.00722709195678568	2.70582574432703	-2.60878525071457	0.126984848484856	"MXI1"	"MAX interactor 1"	352	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3057"	0.125754314656306	0.0072313626828019	-2.70562437246825	-2.6092870186689	-0.196481191222571	"PIK3C2B"	"phosphoinositide-3-kinase, class 2, beta polypeptide"	353	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2934"	0.125754314656306	0.00725518012971449	2.70450330394244	-2.61207979286437	0.185388192267499	"SLC6A14"	"solute carrier family 6 (amino acid transporter), member 14"	354	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3495"	0.125754314656306	0.00726607775113748	2.70399146818227	-2.61335449931433	0.280399164054332	"NPR3"	"natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)"	355	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5357"	0.125917538587872	0.00730934861645247	-2.70196594690476	-2.61839673843021	-0.272877742946708	"ETS1"	"v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)"	356	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2729"	0.125917538587872	0.00731649760349449	-2.70163234243238	-2.61922685489123	-0.317249738766977	"RRM2"	"ribonucleotide reductase M2 polypeptide"	357	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3191"	0.126077087704536	0.00734628863903382	2.70024531407971	-2.62267719216553	0.213190177638465	"BACE2"	"beta-site APP-cleaving enzyme 2"	358	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2755"	0.126480676055635	0.00739039106509977	2.69820125298936	-2.62775888977489	0.296270637408579	"ANG"	"angiogenin, ribonuclease, RNase A family, 5"	359	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5169"	0.127206629347043	0.00745351343830328	-2.69529471081343	-2.63497850882041	-0.133478056426334	"API5"	"apoptosis inhibitor 5"	360	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4301"	0.12779410276226	0.00753049753334553	-2.69177977916512	-2.6436994744029	-0.159334378265411	"LRRC41"	"leucine rich repeat containing 41"	361	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2420"	0.12779410276226	0.00757998287127479	-2.68953744634185	-2.64925733860456	-0.0789843260187961	"BZW1"	"basic leucine zipper and W2 domains 1"	362	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5688"	0.12779410276226	0.00758699338128622	-2.68922084623732	-2.65004171271758	-0.0917152560083618	"RCN2"	"reticulocalbin 2, EF-hand calcium binding domain"	363	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3934"	0.12779410276226	0.00758974391487346	-2.68909670200452	-2.65034925514404	-0.280019331243471	"TYMS"	"thymidylate synthetase"	364	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0718"	0.12779410276226	0.00759193481579184	-2.68899784557665	-2.65059414248951	-0.178545454545441	"CHD8"	"chromodomain helicase DNA binding protein 8"	365	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5959"	0.12832371749289	0.00765833608778688	-2.68601386073587	-2.6579820619119	-0.293320794148372	"KCNJ3"	"potassium inwardly-rectifying channel, subfamily J, member 3"	366	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1020"	0.12832371749289	0.00766516997394056	-2.68570807954602	-2.65873869341449	-0.271768547544415	"TSC22D2"	"TSC22 domain family, member 2"	367	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2043"	0.129039042257544	0.00772890096855084	-2.6828682124244	-2.66576182259259	-0.349957157784738	"AGT"	"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"	368	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5769"	0.129880346189061	0.00780043094787818	-2.67970583840229	-2.67357424210027	-0.247270637408571	"C3orf37"	"chromosome 3 open reading frame 37"	369	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0745"	0.12988147420324	0.0078216382576821	-2.6787732732336	-2.67587641080502	-0.219164054336463	"FAM130A1"	"family with sequence similarity 130, member A1"	370	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4228"	0.129892345557805	0.00785011141464029	-2.67752477624389	-2.678957312953	-0.285702716823405	"UBE3C"	"ubiquitin protein ligase E3C"	371	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4207"	0.129892345557805	0.0078645756099452	-2.67689210843778	-2.68051802063917	-0.343319749216295	"KIF1A"	"kinesin family member 1A"	372	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5655"	0.130469554782096	0.00793960497652414	2.67362702247024	-2.68856699824114	0.38270741901777	"PAH"	"phenylalanine hydroxylase"	373	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3171"	0.130469554782096	0.0079419943828945	-2.67352349879246	-2.68882204896416	-0.24912068965517	"MTERF"	"mitochondrial transcription termination factor"	374	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5877"	0.13165435484711	0.00803731389989145	-2.66941637423639	-2.69893319641164	-0.213917450365726	"LRRC32"	"leucine rich repeat containing 32"	375	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4115"	0.13165435484711	0.00805697223673721	-2.66857479356967	-2.70100322732363	-0.166136363636372	"LIPA"	"lipase A, lysosomal acid, cholesterol esterase (Wolman disease)"	376	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_6021"	0.131803848357949	0.00809683622438091	-2.6668738599542	-2.70518511428762	-0.0862079414838153	"GLS"	"glutaminase"	377	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1022"	0.131803848357949	0.00810902582670977	-2.6663552533448	-2.70645964895326	-0.157184430512016	"APOE"	"apolipoprotein E"	378	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5759"	0.131991295859693	0.00816596097119405	-2.6639421997362	-2.7123869114818	-0.158020898641588	"ACTR3"	"ARP3 actin-related protein 3 homolog (yeast)"	379	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0607"	0.131991295859693	0.00816619944682871	-2.66393212442102	-2.7124116491406	-0.0893171368861037	"CAMK2N1"	"calcium/calmodulin-dependent protein kinase II inhibitor 1"	380	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1784"	0.131991295859693	0.00818572454078655	2.66310810894093	-2.71443453254418	0.171512539184956	"KIAA0274"	"KIAA0274"	381	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2406"	0.131991295859693	0.00822559801526413	2.66143081141959	-2.71855031271968	0.189276384535003	"RPA2"	"replication protein A2, 32kDa"	382	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5710"	0.131991295859693	0.00823499043536177	2.66103677921394	-2.7195168387273	0.217546499477526	"PSMB10"	"proteasome (prosome, macropain) subunit, beta type, 10"	383	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_6080"	0.131991295859693	0.00824945599123081	2.66043070815586	-2.7210032123027	0.162314524555901	"IL8RA"	"interleukin 8 receptor, alpha"	384	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2749"	0.134002499605467	0.00839696652801183	2.65430436154962	-2.73600989025521	0.405455067920581	"CXCL14"	"chemokine (C-X-C motif) ligand 14"	385	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_6004"	0.134296075151034	0.00843722086723617	-2.65264934763531	-2.74005826860324	-0.26226698014629	"ENTPD1"	"ectonucleoside triphosphate diphosphohydrolase 1"	386	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3392"	0.134330317363124	0.00846123581047021	-2.65166537696285	-2.74246405287733	-0.186682863113893	"TCEB1"	"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)"	387	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5076"	0.134790819127469	0.00851218063500292	-2.64958628622629	-2.74754459411845	-0.290055903866257	"ABCC8"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"	388	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2420"	0.135002954348643	0.00854972281762597	-2.64806131219136	-2.75126867213519	-0.073270637408573	"EIF3S9"	"eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa"	389	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4133"	0.135002954348643	0.00858755833168557	2.64653050016568	-2.75500496089354	0.232494252873568	"PROM1"	"prominin 1"	390	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5348"	0.135002954348643	0.00859149660649733	-2.64637150739817	-2.75539290074802	-0.0827230929989629	"GTF2I"	"general transcription factor II, i"	391	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0061"	0.135582096807356	0.00865660515022255	2.6437524464798	-2.76178018544823	0.165600835945662	"SIRPB1"	"signal-regulatory protein beta 1"	392	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2776"	0.135582096807356	0.00870184597010046	-2.64194298869558	-2.76618952944285	-0.0996818181818178	"ECH1"	"enoyl Coenzyme A hydratase 1, peroxisomal"	393	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5639"	0.135582096807356	0.00873183338892306	2.64074826013823	-2.76909931142244	0.240603970741898	"POU2AF1"	"POU domain, class 2, associating factor 1"	394	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3709"	0.135582096807356	0.0087435405515976	-2.64028283535289	-2.77023252341078	-0.289902298850576	"GMNN"	"geminin, DNA replication inhibitor"	395	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2097"	0.135582096807356	0.00875423556537287	-2.63985813816963	-2.77126640678918	-0.166849007314525	"ZNF3"	"zinc finger protein 3"	396	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5823"	0.135582096807356	0.00876075723185553	-2.63959939260508	-2.77189621994779	-0.159896551724138	"WSB2"	"WD repeat and SOCS box-containing 2"	397	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3125"	0.13647331947417	0.00884055682791664	-2.63644729467891	-2.77956404356945	-0.217669278996867	"TMEM106C"	"transmembrane protein 106C"	398	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0623"	0.137086933759299	0.00890261825682949	-2.63401347324403	-2.78547863071128	-0.181820271682339	"UROS"	"uroporphyrinogen III synthase (congenital erythropoietic porphyria)"	399	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5981"	0.139630265755336	0.00910312599211317	-2.62625307738134	-2.80430303766595	-0.208522988505743	"GRB10"	"growth factor receptor-bound protein 10"	400	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3479"	0.139630265755336	0.00911323837367995	-2.62586576856652	-2.80524115159337	-0.270432079414844	"TROAP"	"trophinin associated protein (tastin)"	401	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5157"	0.139850579189593	0.0091943786167302	-2.62277194760436	-2.81273008419377	-0.2046264367816	"TAF11"	"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa"	402	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1543"	0.139850579189593	0.00919904004161517	-2.62259495585339	-2.81315825855443	-0.232077324973872	"BCR"	"breakpoint cluster region"	403	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4954"	0.139850579189593	0.00923660995366916	2.62117137745873	-2.81660114846295	0.155398119122255	"JUN"	"jun oncogene"	404	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3879"	0.139850579189593	0.00924024553527452	-2.62103389582521	-2.8169335504526	-0.120282654127475	"TOP3A"	"topoisomerase (DNA) III alpha"	405	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1942"	0.139850579189593	0.00924142824722898	-2.62098918134601	-2.81704165719247	-0.252530825496345	"CACNB3"	"calcium channel, voltage-dependent, beta 3 subunit"	406	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3933"	0.140395902345864	0.00930031449459089	2.61876934953581	-2.82240636928344	0.148751306165099	"ANXA3"	"annexin A3"	407	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1285"	0.140821346989436	0.00940965444560681	2.61468079634189	-2.83227595705806	0.244600835945665	"POU3F1"	"POU domain, class 3, transcription factor 1"	408	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1842"	0.140821346989436	0.00942257959696262	-2.61420030525213	-2.83343487940649	-0.243780041797283	"RHOD"	"ras homolog gene family, member D"	409	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0931"	0.140821346989436	0.00942840548603808	2.61398392167632	-2.83395672052756	0.216743991640538	"PPL"	"periplakin"	410	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0620"	0.140821346989436	0.00943504483170939	-2.61373747104461	-2.83455102282831	-0.288516718913264	"VCAN"	"versican"	411	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3299"	0.140821346989436	0.00944309813796347	2.61343874322384	-2.83527131735323	0.267815047021934	"ISL1"	"ISL1 transcription factor, LIM/homeodomain, (islet-1)"	412	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1883"	0.141307889608796	0.00949872369928917	-2.61138159499657	-2.84022940286343	-0.236278996865197	"ENPP1"	"ectonucleotide pyrophosphatase/phosphodiesterase 1"	413	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1786"	0.141483257941153	0.00953353984173786	2.61009951105403	-2.84331757195596	0.12562434691746	"SPTA1"	"spectrin, alpha, erythrocytic 1 (elliptocytosis 2)"	414	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4228"	0.142606794754956	0.00965257726828662	2.60574750738215	-2.85378954012946	0.322438349007317	"LIPH"	"lipase, member H"	415	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_6034"	0.142606794754956	0.00965566839486678	-2.60563513803258	-2.85405970788515	-0.0977988505747227	"RCC1"	"regulator of chromosome condensation 1"	416	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2162"	0.142811650162725	0.00969278289678654	-2.60428845441715	-2.85729665531362	-0.17364106583072	"PIK4CB"	"phosphatidylinositol 4-kinase, catalytic, beta polypeptide"	417	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4033"	0.14531177251636	0.00988611994007787	2.59734714736086	-2.87395585390352	0.380097178683386	"MS4A1"	"membrane-spanning 4-domains, subfamily A, member 1"	418	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3920"	0.145429533325992	0.00991780183326669	-2.59622129882657	-2.87665391657434	-0.275169801462896	"HOXC5"	"homeobox C5"	419	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5734"	0.147409260816572	0.0101024238209865	-2.58972392702235	-2.89220294382537	-0.224673981191222	"LSM4"	"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)"	420	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3877"	0.147409260816572	0.0101261645198301	2.58889615320146	-2.8941812497602	0.269902298850582	"IGFBP6"	"insulin-like growth factor binding protein 6"	421	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4909"	0.147409260816572	0.0101352476186422	-2.58857990957445	-2.8949368851646	-0.255021421107632	"UPP1"	"uridine phosphorylase 1"	422	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1543"	0.147409260816572	0.0101487821167659	2.58810915318329	-2.89606155216852	0.257993730407525	"CCL17"	"chemokine (C-C motif) ligand 17"	423	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4044"	0.148085335348545	0.0102194306946261	2.58566094119335	-2.90190734984274	0.138131138975954	"CXCL12"	"chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)"	424	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0989"	0.149581194168395	0.0103470064325469	-2.58127812836246	-2.91235941044593	-0.208180773249735	"KHSRP"	"KH-type splicing regulatory protein (FUSE binding protein 2)"	425	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2808"	0.150203870082057	0.0104145261482676	2.57897804552279	-2.91783786147704	0.162986938349006	"USP6"	"ubiquitin specific peptidase 6 (Tre-2 oncogene)"	426	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5176"	0.150793968760545	0.0104799844825444	2.57676088333044	-2.92311440977014	0.130456112852659	"HTR2C"	"5-hydroxytryptamine (serotonin) receptor 2C"	427	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0977"	0.150811231939571	0.0105057303499571	-2.5758922285	-2.92518051436801	-0.233332288401254	"CDK9"	"cyclin-dependent kinase 9 (CDC2-related kinase)"	428	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2209"	0.151077883613632	0.0105488951937253	-2.57444012701754	-2.9286328727403	-0.234373563218389	"CCNE2"	"cyclin E2"	429	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2383"	0.151433953771362	0.0106003765892423	2.57271518100397	-2.93273150929836	0.192654649947753	"CFTR"	"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)"	430	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0758"	0.151433953771362	0.0106230524211356	-2.57195777514274	-2.93453035205869	-0.10597544409613	"ATRX"	"alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)"	431	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1078"	0.154721077517774	0.0108788257629685	2.56351320029088	-2.95455211672898	0.27287356321839	"EDA"	"ectodysplasin A"	432	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2915"	0.154737205325605	0.0109135957877392	-2.5623789699165	-2.95723655895413	-0.243660919540215	"COL5A2"	"collagen, type V, alpha 2"	433	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5973"	0.154737205325605	0.0109303299334819	-2.56183423699	-2.95852540478696	-0.293660397074184	"VASH1"	"vasohibin 1"	434	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3711"	0.155359450932014	0.0109995705005576	-2.55958819531165	-2.96383681581344	-0.113138975966564	"SAR1A"	"SAR1 gene homolog A (S. cerevisiae)"	435	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3245"	0.1557487444296	0.0110524825148609	-2.55788032019251	-2.9678726086172	-0.162645245559032	"DYRK2"	"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2"	436	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5602"	0.155948183352426	0.0110920175984717	2.55660898094348	-2.97087518041022	0.231155694879829	"SMPDL3B"	"sphingomyelin phosphodiesterase, acid-like 3B"	437	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3510"	0.156469536226563	0.0111545665474015	-2.55460582116833	-2.97560323721069	-0.208450365726225	"SMAD7"	"SMAD family member 7"	438	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
